Postal District,Average Price,Date
WF15,"£182,699",20200417
WF16,"£146,627",20200417
WF17,"£152,161",20200417
WF90,,20200417
WN1,"£177,946",20200417
WN2,"£146,573",20200417
WN3,"£154,291",20200417
WN4,"£163,725",20200417
WN5,"£168,513",20200417
WN6,"£205,927",20200417
WN7,"£140,899",20200417
WN8,"£173,904",20200417
WR1,"£216,991",20200417
WR2,"£273,980",20200417
WR3,"£270,588",20200417
WR4,"£219,238",20200417
WR5,"£260,844",20200417
WR6,"£431,010",20200417
WR7,"£460,797",20200417
WR8,"£383,983",20200417
WR9,"£295,415",20200417
WR10,"£346,489",20200417
WR11,"£284,693",20200417
WR12,"£509,888",20200417
WR13,"£445,003",20200417
WR14,"£295,704",20200417
WR15,"£324,419",20200417
WR78,,20200417
WR99,,20200417
WS1,"£190,735",20200417
WS2,"£131,767",20200417
WS3,"£178,385",20200417
WS4,"£211,268",20200417
WS5,"£279,013",20200417
WS6,"£229,742",20200417
WS7,"£225,816",20200417
WS8,"£189,759",20200417
WS9,"£278,415",20200417
WS10,"£149,224",20200417
WS11,"£196,669",20200417
WS12,"£197,618",20200417
WS13,"£305,553",20200417
WS14,"£384,195",20200417
WS15,"£247,831",20200417
WV1,"£136,785",20200417
WV2,"£135,808",20200417
WV3,"£221,435",20200417
WV4,"£214,514",20200417
WV5,"£300,206",20200417
WV6,"£253,881",20200417
WV7,"£283,568",20200417
WV8,"£271,509",20200417
WV9,"£206,021",20200417
WV10,"£159,268",20200417
WV11,"£173,917",20200417
WV12,"£177,045",20200417
WV13,"£157,301",20200417
WV14,"£152,954",20200417
WV15,"£292,174",20200417
WV16,"£294,976",20200417
WV98,,20200417
WV99,,20200417
YO1,"£300,926",20200417
YO2,,20200417
YO3,,20200417
YO4,,20200417
YO5,,20200417
YO6,,20200417
YO7,"£290,997",20200417
YO8,"£221,356",20200417
YO10,"£262,471",20200417
YO11,"£160,745",20200417
YO12,"£172,983",20200417
YO13,"£294,117",20200417
YO14,"£182,291",20200417
YO15,"£174,963",20200417
YO16,"£161,305",20200417
YO17,"£246,136",20200417
YO18,"£267,440",20200417
YO19,"£359,137",20200417
YO21,"£241,303",20200417
YO22,"£246,928",20200417
YO23,"£361,017",20200417
YO24,"£281,276",20200417
YO25,"£218,025",20200417
YO26,"£315,079",20200417
YO30,"£293,394",20200417
YO31,"£276,315",20200417
YO32,"£313,312",20200417
YO41,"£323,856",20200417
YO42,"£284,616",20200417
YO43,"£232,012",20200417
YO51,"£355,159",20200417
YO60,"£422,245",20200417
YO61,"£402,928",20200417
YO62,"£329,195",20200417
YO90,,20200417
YO91,,20200417
YO95,,20200417
ZE1,"£161,394",20200417
ZE2,"£145,484",20200417
ZE3,"£127,145",20200417
