Postal District,Average Price,Date
DT1,"£314,418",20200417
DT2,"£396,057",20200417
DT3,"£325,669",20200417
DT4,"£255,019",20200417
DT5,"£205,072",20200417
DT6,"£356,827",20200417
DT7,"£441,382",20200417
DT8,"£367,968",20200417
DT9,"£367,380",20200417
DT10,"£360,434",20200417
DT11,"£353,544",20200417
DY1,"£184,574",20200417
DY2,"£143,414",20200417
DY3,"£212,696",20200417
DY4,"£157,010",20200417
DY5,"£172,026",20200417
DY6,"£241,746",20200417
DY7,"£408,703",20200417
DY8,"£244,909",20200417
DY9,"£337,223",20200417
DY10,"£230,334",20200417
DY11,"£232,266",20200417
DY12,"£303,449",20200417
DY13,"£227,978",20200417
DY14,"£355,519",20200417
E1,"£601,906",20200417
E1W,"£601,906",20200417
E2,"£519,987",20200417
E3,"£480,914",20200417
E4,"£498,614",20200417
E5,"£575,068",20200417
E6,"£345,006",20200417
E7,"£471,309",20200417
E8,"£639,133",20200417
E9,"£605,605",20200417
E10,"£452,349",20200417
E11,"£576,672",20200417
E12,"£420,433",20200417
E13,"£379,756",20200417
E14,"£540,602",20200417
E15,"£440,962",20200417
E16,"£401,449",20200417
E17,"£486,513",20200417
E18,"£587,688",20200417
E20,"£577,053",20200417
E77,—,20200417
E98,,20200417
EC1A,"£801,288",20200417
EC1M,"£801,288",20200417
EC1N,"£801,288",20200417
EC1P,,20200417
EC1R,"£801,288",20200417
EC1V,"£801,288",20200417
EC1Y,"£801,288",20200417
EC2A,"£891,432",20200417
EC2M,"£891,432",20200417
EC2N,"£891,432",20200417
EC2P,,20200417
EC2R,"£891,432",20200417
EC2V,"£891,432",20200417
EC2Y,"£891,432",20200417
EC3A,"£665,100",20200417
EC3B,,20200417
EC3M,"£665,100",20200417
EC3N,"£665,100",20200417
EC3P,,20200417
EC3R,"£665,100",20200417
EC3V,"£665,100",20200417
EC4A,"£741,335",20200417
EC4M,"£741,335",20200417
EC4N,"£741,335",20200417
EC4P,,20200417
EC4R,"£741,335",20200417
EC4V,"£741,335",20200417
EC4Y,"£741,335",20200417
EC50,,20200417
EC88,,20200417
EH1,"£336,544",20200417
EH2,"£466,576",20200417
EH3,"£433,157",20200417
EH4,"£346,503",20200417
EH5,"£264,746",20200417
EH6,"£230,243",20200417
EH7,"£228,629",20200417
EH8,"£235,712",20200417
EH9,"£461,155",20200417
EH10,"£490,002",20200417
EH11,"£193,579",20200417
EH12,"£326,641",20200417
EH13,"£336,165",20200417
EH14,"£292,880",20200417
EH15,"£288,158",20200417
EH16,"£253,471",20200417
EH17,"£200,470",20200417
EH18,"£324,968",20200417
EH19,"£218,654",20200417
EH20,"£221,524",20200417
EH21,"£205,756",20200417
EH22,"£217,642",20200417
EH23,"£198,794",20200417
EH24,"£275,011",20200417
EH25,"£246,539",20200417
EH26,"£199,813",20200417
EH27,"£236,292",20200417
EH28,"£291,631",20200417
EH29,"£276,297",20200417
EH30,"£247,925",20200417
EH31,"£420,256",20200417
EH32,"£227,725",20200417
EH33,"£203,091",20200417
EH34,"£338,508",20200417
EH35,"£189,902",20200417
EH36,"£471,320",20200417
EH37,"£297,578",20200417
EH38,"£337,019",20200417
EH39,"£418,386",20200417
EH40,"£331,213",20200417
EH41,"£276,800",20200417
EH42,"£261,816",20200417
EH43,"£130,976",20200417
EH44,"£211,102",20200417
EH45,"£277,548",20200417
EH46,"£374,326",20200417
EH47,"£136,455",20200417
EH48,"£173,830",20200417
EH49,"£254,138",20200417
EH51,"£150,555",20200417
EH52,"£182,226",20200417
EH53,"£189,564",20200417
EH54,"£179,790",20200417
EH55,"£165,900",20200417
EH77,,20200417
EH91,,20200417
EH95,,20200417
EH99,,20200417
EN1,"£422,941",20200417
EN2,"£518,117",20200417
EN3,"£337,490",20200417
EN4,"£717,514",20200417
EN5,"£630,085",20200417
EN6,"£605,846",20200417
EN7,"£503,826",20200417
EN8,"£344,068",20200417
EN9,"£418,576",20200417
EN10,"£498,292",20200417
EN11,"£382,491",20200417
EN77,,20200417
EX1,"£284,554",20200417
EX2,"£307,329",20200417
EX3,"£494,346",20200417
EX4,"£269,720",20200417
EX5,"£352,254",20200417
EX6,"£375,389",20200417
EX7,"£267,942",20200417
EX8,"£314,783",20200417
EX9,"£458,090",20200417
EX10,"£414,918",20200417
EX11,"£409,177",20200417
EX12,"£315,583",20200417
EX13,"£345,313",20200417
EX14,"£300,108",20200417
EX15,"£292,913",20200417
EX16,"£288,205",20200417
EX17,"£318,846",20200417
EX18,"£340,384",20200417
EX19,"£318,905",20200417
EX20,"£295,566",20200417
EX21,"£351,327",20200417
EX22,"£303,672",20200417
EX23,"£332,164",20200417
EX24,"£407,394",20200417
EX31,"£299,442",20200417
EX32,"£247,595",20200417
EX33,"£367,570",20200417
EX34,"£289,804",20200417
EX35,"£322,030",20200417
EX36,"£283,045",20200417
EX37,"£398,675",20200417
EX38,"£250,674",20200417
EX39,"£267,635",20200417
FK1,"£146,672",20200417
FK2,"£161,770",20200417
FK3,"£107,812",20200417
FK4,"£155,427",20200417
FK5,"£191,702",20200417
FK6,"£140,938",20200417
FK7,"£156,104",20200417
FK8,"£239,493",20200417
FK9,"£281,633",20200417
FK10,"£142,832",20200417
FK11,"£196,220",20200417
FK12,"£131,161",20200417
FK13,"£136,392",20200417
FK14,"£342,385",20200417
FK15,"£316,496",20200417
FK16,"£252,630",20200417
FK17,"£238,215",20200417
FK18,"£256,159",20200417
FK19,"£321,532",20200417
FK20,"£224,096",20200417
FK21,"£236,720",20200417
FY0,,20200417
FY1,"£101,327",20200417
FY2,"£141,266",20200417
FY3,"£133,713",20200417
FY4,"£131,730",20200417
FY5,"£154,697",20200417
FY6,"£216,551",20200417
FY7,"£126,046",20200417
FY8,"£243,689",20200417
G1,"£186,490",20200417
G2,"£199,912",20200417
G3,"£231,863",20200417
G4,"£170,524",20200417
G5,"£153,701",20200417
G9,,20200417
G11,"£215,547",20200417
G12,"£339,106",20200417
G13,"£181,456",20200417
G14,"£184,047",20200417
G15,"£131,525",20200417
G20,"£172,250",20200417
G21,"£99,827",20200417
G22,"£91,735",20200417
G23,"£140,992",20200417
G31,"£126,616",20200417
G32,"£124,847",20200417
G33,"£165,463",20200417
G34,"£68,602",20200417
G40,"£122,778",20200417
G41,"£225,579",20200417
G42,"£136,261",20200417
G43,"£232,485",20200417
G44,"£196,310",20200417
G45,"£113,916",20200417
G46,"£302,986",20200417
G51,"£112,247",20200417
G52,"£122,453",20200417
G53,"£171,733",20200417
G58,,20200417
G59,,20200417
G60,"£168,514",20200417
G61,"£379,963",20200417
G62,"£304,971",20200417
G63,"£339,488",20200417
G64,"£221,548",20200417
G65,"£138,030",20200417
G66,"£208,739",20200417
G67,"£97,701",20200417
G68,"£231,495",20200417
G69,"£172,434",20200417
G70,,20200417
G71,"£224,281",20200417
G72,"£177,074",20200417
G73,"£160,780",20200417
G74,"£165,201",20200417
G75,"£154,767",20200417
G76,"£270,370",20200417
G77,"£346,218",20200417
